metro,date,upt,year,month,baseline_monthly_mean,pct_of_baseline,jan2019_upt,index_jan2019_100,upt_12m_avg
Chicago,2019-10-01,51518035,2019,10,54155936.8,0.9512906256290631,40896269,125.97245729188646,46448109.416666664
Chicago,2019-11-01,44395185,2019,11,48094651.8,0.9230794555830426,40896269,108.55558730797668,46255163.75
Chicago,2019-12-01,41865765,2019,12,44379024.8,0.9433682959162276,40896269,102.3706221220327,46184996.666666664
Chicago,2020-01-01,44727626,2020,1,45894020.6,0.9745850421307389,40896269,109.3684756426069,46504276.416666664
Chicago,2020-02-01,42794870,2020,2,45198820.2,0.9468138728098925,40896269,104.64247973329792,46575320.416666664
Chicago,2020-03-01,27603754,2020,3,50656980.0,0.5449151133762811,40896269,67.49699832031132,45019597.666666664
Chicago,2020-04-01,9074074,2020,4,49157274.6,0.18459269912412923,40896269,22.188024046887993,41875583.583333336
Chicago,2020-05-01,10182691,2020,5,51113222.0,0.1992183353262293,40896269,24.898826345259025,38640255.833333336
Chicago,2020-06-01,11799943,2020,6,50755660.2,0.23248526279636492,40896269,28.853348455821237,35712205.0
Chicago,2020-07-01,14826027,2020,7,50134314.8,0.2957261320743133,40896269,36.25276183507107,32963637.0
Chicago,2020-08-01,14748330,2020,8,51053404.2,0.2888804425699785,40896269,36.06277628895682,30164076.666666668
Chicago,2020-09-01,15168774,2020,9,51562059.0,0.2941847997187234,40896269,37.0908505125492,27392089.5
Chicago,2020-10-01,15702966,2020,10,54155936.8,0.2899583485738908,40896269,38.39706257800681,24407500.416666668
Chicago,2020-11-01,13000616,2020,11,48094651.8,0.2703131328211425,40896269,31.78924708266175,21791286.333333332
Chicago,2020-12-01,12833384,2020,12,44379024.8,0.28917679146478226,40896269,31.380329584588758,19371921.25
Chicago,2021-01-01,12389041,2021,1,45894020.6,0.26994891356282696,40896269,30.293817267291544,16677039.166666666
Chicago,2021-02-01,11965474,2021,2,45198820.2,0.26472978602215813,40896269,29.258106650266804,14107922.833333334
Chicago,2021-03-01,15628106,2021,3,50656980.0,0.30850844246933,40896269,38.21401409502661,13109952.166666666
Chicago,2021-04-01,15938313,2021,4,49157274.6,0.3242310142230709,40896269,38.97253561198944,13681972.083333334
Chicago,2021-05-01,17170417,2021,5,51113222.0,0.3359290674338628,40896269,41.98528966053113,14264282.583333334
Chicago,2021-06-01,19280465,2021,6,50755660.2,0.37986827329260114,40896269,47.144801888896026,14887659.416666666
Chicago,2021-07-01,21712845,2021,7,50134314.8,0.4330934827097707,40896269,53.09248381557741,15461560.916666666
Chicago,2021-08-01,22179623,2021,8,51053404.2,0.43443964898231013,40896269,54.233854437919504,16080835.333333334
Chicago,2021-09-01,24297660,2021,9,51562059.0,0.47123137576798474,40896269,59.41290145563156,16841575.833333332
Chicago,2021-10-01,24273883,2021,10,54155936.8,0.4482220128449519,40896269,59.35476167764839,17555818.916666668
Chicago,2021-11-01,22155287,2021,11,48094651.8,0.4606600977616393,40896269,54.17434778708052,18318708.166666668
Chicago,2021-12-01,20104850,2021,12,44379024.8,0.4530259529272036,40896269,49.16059702169897,18924663.666666668
Chicago,2022-01-01,16569817,2022,1,45894020.6,0.36104522513767295,40896269,40.51669603405631,19273061.666666668
Chicago,2022-02-01,18815799,2022,2,45198820.2,0.416289604833535,40896269,46.008595551833835,19843922.083333332
Chicago,2022-03-01,24026532,2022,3,50656980.0,0.4742985468142791,40896269,58.74993633282293,20543790.916666668
Chicago,2022-04-01,23256343,2022,4,49157274.6,0.47310074021068693,40896269,56.866661846341046,21153626.75
Chicago,2022-05-01,24798768,2022,5,51113222.0,0.4851732493013256,40896269,60.638216165880564,21789322.666666668
Chicago,2022-06-01,25285492,2022,6,50755660.2,0.4981807329539967,40896269,61.82835896350349,22289741.583333332
Chicago,2022-07-01,24741859,2022,7,50134314.8,0.49351146213331715,40896269,60.49906166256878,22542159.416666668
Chicago,2022-08-01,26497632,2022,8,51053404.2,0.5190179267223085,40896269,64.79229682296935,22901993.5
Chicago,2022-09-01,27621134,2022,9,51562059.0,0.535687180374236,40896269,67.53949608459394,23178949.666666668
Chicago,2022-10-01,27727953,2022,10,54155936.8,0.5120020931851003,40896269,67.80069106059528,23466788.833333332
Chicago,2022-11-01,24802755,2022,11,48094651.8,0.515707133157787,40896269,60.64796522147289,23687411.166666668
Chicago,2022-12-01,22199441,2022,12,44379024.8,0.500223722806996,40896269,54.28231362621367,23861960.416666668
Chicago,2023-01-01,23594716,2023,1,45894020.6,0.5141130738063947,40896269,57.69405517163436,24447368.666666668
Chicago,2023-02-01,22874693,2023,2,45198820.2,0.5060904886185502,40896269,55.93344713181537,24785609.833333332
Chicago,2023-03-01,27152705,2023,3,50656980.0,0.5360111281801639,40896269,66.39408841916607,25046124.25
Chicago,2023-04-01,26047324,2023,4,49157274.6,0.5298773012123011,40896269,63.691198823051565,25278706.0
Chicago,2023-05-01,28885508,2023,5,51113222.0,0.5651279036958382,40896269,70.63115708672592,25619267.666666668
Chicago,2023-06-01,28260107,2023,6,50755660.2,0.5567872999512279,40896269,69.10191978637464,25867152.25
Chicago,2023-07-01,27456784,2023,7,50134314.8,0.5476644910683012,40896269,67.13762568414249,26093396.0
Chicago,2023-08-01,30723408,2023,8,51053404.2,0.6017896060298364,40896269,75.12521007723223,26445544.0
Chicago,2023-09-01,30618188,2023,9,51562059.0,0.5938123611394184,40896269,74.86792499335331,26695298.5
Chicago,2023-10-01,31896957,2023,10,54155936.8,0.588983570126332,40896269,77.99478480543054,27042715.5
Chicago,2023-11-01,28506546,2023,11,48094651.8,0.5927175877796874,40896269,69.70451509892015,27351364.75
Chicago,2023-12-01,26183317,2023,12,44379024.8,0.5899930680766109,40896269,64.02373037990337,27683354.416666668
Chicago,2024-01-01,25728056,2024,1,45894020.6,0.5605971249335256,40896269,62.91052125072828,27861132.75
Chicago,2024-02-01,28047513,2024,2,45198820.2,0.6205363962132798,40896269,68.58208263448189,28292201.083333332
Chicago,2024-03-01,29466522,2024,3,50656980.0,0.5816873015327799,40896269,72.05185881381992,28485019.166666668
Chicago,2024-04-01,31031246,2024,4,49157274.6,0.6312645738093868,40896269,75.87793888973098,28900346.0
Chicago,2024-05-01,32901977,2024,5,51113222.0,0.6437077474787248,40896269,80.45227059710508,29235051.75
Chicago,2024-06-01,30652505,2024,6,50755660.2,0.6039228901607312,40896269,74.95183729351936,29434418.25
Chicago,2024-07-01,31942499,2024,7,50134314.8,0.6371384375637263,40896269,78.1061445972003,29808227.833333332
Chicago,2024-08-01,32460326,2024,8,51053404.2,0.6358111963080416,40896269,79.37234078737109,29952971.0
Chicago,2024-09-01,33040417,2024,9,51562059.0,0.6407893253448238,40896269,80.79078558486594,30154823.416666668
Chicago,2024-10-01,35877245,2024,10,54155936.8,0.6624803690959327,40896269,87.72742814265038,30486514.083333332
Chicago,2024-11-01,29723971,2024,11,48094651.8,0.6180306933836665,40896269,72.68137589763995,30587966.166666668
Chicago,2024-12-01,27119826,2024,12,44379024.8,0.6110955822535334,40896269,66.31369233217828,30666008.583333332
Chicago,2025-01-01,27268675,2025,1,45894020.6,0.5941661820755796,40896269,66.67765951950287,30794393.5
Chicago,2025-02-01,26686327,2025,2,45198820.2,0.5904208756316166,40896269,65.25369588115728,30680961.333333332
Chicago,2025-03-01,31172549,2025,3,50656980.0,0.6153653257655707,40896269,76.22345451610757,30823130.25
Chicago,2025-04-01,32908175,2025,4,49157274.6,0.6694466946709043,40896269,80.46742601384982,30979541.0
Chicago,2025-05-01,33363168,2025,5,51113222.0,0.6527306770056484,40896269,81.5799798265216,31017973.583333332
Chicago,2025-06-01,32232477,2025,6,50755660.2,0.6350518715152088,40896269,78.81520194421647,31149637.916666668
Chicago,2025-07-01,33586506,2025,7,50134314.8,0.6699304884087097,40896269,82.12608832360722,31286638.5
Chicago,2025-08-01,34858052,2025,8,51053404.2,0.6827762525579049,40896269,85.23528637783559,31486449.0
Chicago,2025-09-01,35154580,2025,9,51562059.0,0.6817916251172204,40896269,85.96035985580983,31662629.25
Chicago,2025-10-01,36359193,2025,10,54155936.8,0.6713796334883085,40896269,88.9058926133335,31702791.583333332
Chicago,2025-11-01,29604382,2025,11,48094651.8,0.615544159111679,40896269,72.38895557929746,31692825.833333332
Chicago,2025-12-01,27516413,2025,12,44379024.8,0.6200319435590662,40896269,67.28343116092081,31725874.75
NYC,2002-01-01,310130292,2002,1,327573919.2,0.9467490353242994,324801572,95.48300215739104,
NYC,2002-02-01,293586455,2002,2,318825966.0,0.9208360871084132,324801572,90.38948093514769,
NYC,2002-03-01,322942307,2002,3,368592066.2,0.8761509989332483,324801572,99.4275689650911,308886351.3333333
NYC,2002-04-01,318408499,2002,4,359502738.4,0.8856914426218457,324801572,98.03169887367417,311266888.25
NYC,2002-05-01,326371418,2002,5,374027500.8,0.87258668761503,324801572,100.48332463119975,314287794.2
NYC,2002-06-01,298041224,2002,6,364981595.8,0.8165924732361532,324801572,91.76101647685375,311580032.5
NYC,2002-07-01,306460013,2002,7,350211192.8,0.875072011690427,324801572,94.3529956191222,310848601.14285713
NYC,2002-08-01,296185978,2002,8,347835947.2,0.8515105479586844,324801572,91.18982281280338,309015773.25
NYC,2002-09-01,319588402,2002,9,357554622.8,0.8938170047902398,324801572,98.39496774356745,310190509.7777778
NYC,2002-10-01,328896106,2002,10,387564828.0,0.8486221716693033,324801572,101.26062628785553,312061069.4
NYC,2002-11-01,308821356,2002,11,354933696.2,0.8700818189603042,324801572,95.08000657090416,311766550.0
NYC,2002-12-01,307198301,2002,12,347595637.4,0.883780657599243,324801572,94.58029993771089,311385862.5833333
NYC,2003-01-01,301834203,2003,1,327573919.2,0.9214231820931854,324801572,92.92879992588213,310694521.8333333
NYC,2003-02-01,284709463,2003,2,318825966.0,0.8929933360572018,324801572,87.65643012343548,309954772.5
NYC,2003-03-01,328236438,2003,3,368592066.2,0.8905141160089355,324801572,101.057527517139,310395950.0833333
NYC,2003-04-01,308834606,2003,4,359502738.4,0.8590605105666145,324801572,95.08408598465773,309598125.6666667
NYC,2003-05-01,310161169,2003,5,374027500.8,0.8292469626875094,324801572,95.49250857689813,308247271.5833333
NYC,2003-06-01,290060409,2003,6,364981595.8,0.7947261241055705,324801572,89.30388089377843,307582203.6666667
NYC,2003-07-01,300946635,2003,7,350211192.8,0.8593290025766418,324801572,92.65553523860407,307122755.5
NYC,2003-08-01,278301390,2003,8,347835947.2,0.8000938150305128,324801572,85.68351079286033,305632373.1666667
NYC,2003-09-01,301242593,2003,9,357554622.8,0.8425078961110274,324801572,92.74665487148566,304103555.75
NYC,2003-10-01,342487950,2003,10,387564828.0,0.8836920310013271,324801572,105.44528706899239,305236209.4166667
NYC,2003-11-01,295112585,2003,11,354933696.2,0.8314583488678076,324801572,90.8593462718832,304093811.8333333
NYC,2003-12-01,315738806,2003,12,347595637.4,0.9083508882957,324801572,97.2097530365401,304805520.5833333
NYC,2004-01-01,294489711,2004,1,327573919.2,0.8990023128801031,324801572,90.66757564830998,304193479.5833333
NYC,2004-02-01,296968024,2004,2,318825966.0,0.9314424032827991,324801572,91.43059935682824,305215026.3333333
NYC,2004-03-01,342955553,2004,3,368592066.2,0.9304474633317542,324801572,105.58925281309908,306441619.25
NYC,2004-04-01,318216047,2004,4,359502738.4,0.8851561142934538,324801572,97.97244669739467,307223406.0
NYC,2004-05-01,325656234,2004,5,374027500.8,0.8706745715313989,324801572,100.26313357867616,308514661.4166667
NYC,2004-06-01,315551268,2004,6,364981595.8,0.8645676155487947,324801572,97.15201378397269,310638899.6666667
NYC,2004-07-01,306453031,2004,7,350211192.8,0.8750520751488671,324801572,94.35084599898427,311097766.0
NYC,2004-08-01,304803139,2004,8,347835947.2,0.876284183545708,324801572,93.84287678262838,313306245.0833333
NYC,2004-09-01,308074276,2004,9,357554622.8,0.8616145795780213,324801572,94.84999536886478,313875552.0
NYC,2004-10-01,333298804,2004,10,387564828.0,0.8599820724702087,324801572,102.61613019533047,313109789.8333333
NYC,2004-11-01,317237438,2004,11,354933696.2,0.8937935208643625,324801572,97.67115228124574,314953527.5833333
NYC,2004-12-01,338872861,2004,12,347595637.4,0.9749053916060456,324801572,104.33227244355825,316881365.5
NYC,2005-01-01,304654669,2005,1,327573919.2,0.9300333486378485,324801572,93.7971657969685,317728445.3333333
NYC,2005-02-01,289219613,2005,2,318825966.0,0.9071394548836715,324801572,89.04501638311037,317082744.4166667
NYC,2005-03-01,349276554,2005,3,368592066.2,0.9475965058088925,324801572,107.5353643916477,317609494.5
NYC,2005-04-01,320101234,2005,4,359502738.4,0.8903999881186997,324801572,98.552858605007,317766593.4166667
NYC,2005-05-01,344208050,2005,5,374027500.8,0.9202747104525207,324801572,105.97487194427741,319312578.0833333
NYC,2005-06-01,325098669,2005,6,364981595.8,0.8907261975426981,324801572,100.09147030852425,320108194.8333333
NYC,2005-07-01,322574493,2005,7,350211192.8,0.9210856181407575,324801572,99.31432628657352,321451650.0
NYC,2005-08-01,321333845,2005,8,347835947.2,0.9238086160635901,324801572,98.93235522887186,322829208.8333333
NYC,2005-09-01,328786012,2005,9,357554622.8,0.9195406548663423,324801572,101.22673051594712,324555186.8333333
NYC,2005-10-01,350387007,2005,10,387564828.0,0.9040732844828737,324801572,107.87725097586657,325979203.75
NYC,2005-11-01,335704496,2005,11,354933696.2,0.9458231201887222,324801572,103.356795329796,327518125.25
NYC,2005-12-01,303923100,2005,12,347595637.4,0.8743582119537845,324801572,93.57193012600321,324605645.1666667
NYC,2006-01-01,321783100,2006,1,327573919.2,0.9823220993474013,324801572,99.07067198554076,326033014.4166667
NYC,2006-02-01,287078803,2006,2,318825966.0,0.9004247884878988,324801572,88.38590319384292,325854613.5833333
NYC,2006-03-01,353330345,2006,3,368592066.2,0.958594547741245,324801572,108.78344671312121,326192429.5
NYC,2006-04-01,307980884,2006,4,359502738.4,0.8566857803940445,324801572,94.82124181344787,325182400.3333333
NYC,2006-05-01,337070947,2006,5,374027500.8,0.9011929504623206,324801572,103.77749865077624,324587641.75
NYC,2006-06-01,350885343,2006,6,364981595.8,0.9613781819077684,324801572,108.03067880471957,326736531.25
NYC,2006-07-01,310889919,2006,7,350211192.8,0.8877212533225466,324801572,95.71687633334484,325762816.75
NYC,2006-08-01,324204025,2006,8,347835947.2,0.9320601496474658,324801572,99.81602706036165,326001998.4166667
NYC,2006-09-01,342232568,2006,9,357554622.8,0.9571476529096073,324801572,105.36665998648553,327122544.75
NYC,2006-10-01,350601499,2006,10,387564828.0,0.9046267196361791,324801572,107.94328883358976,327140419.0833333
NYC,2006-11-01,329701227,2006,11,354933696.2,0.9289093442799473,324801572,101.50850716941726,326640146.6666667
NYC,2006-12-01,332486765,2006,12,347595637.4,0.9565331932442718,324801572,102.36611939796892,329020452.0833333
NYC,2007-01-01,323170381,2007,1,327573919.2,0.9865571159915469,324801572,99.4977884528219,329136058.8333333
NYC,2007-02-01,304387381,2007,2,318825966.0,0.9547132713776518,324801572,93.7148730918088,330578440.3333333
NYC,2007-03-01,351546807,2007,3,368592066.2,0.9537557620929606,324801572,108.2343305284249,330429812.1666667
NYC,2007-04-01,329866004,2007,4,359502738.4,0.9175618674508546,324801572,101.55923875885675,332253572.1666667
NYC,2007-05-01,359329238,2007,5,374027500.8,0.960702721675379,324801572,110.63038758938026,334108429.75
NYC,2007-06-01,334520318,2007,6,364981595.8,0.9165402361364764,324801572,102.99221027169168,332744677.6666667
NYC,2007-07-01,328146029,2007,7,350211192.8,0.9369946927635717,324801572,101.02969236860713,334182686.8333333
NYC,2007-08-01,335784452,2007,8,347835947.2,0.9653529334819712,324801572,103.38141220572663,335147722.4166667
NYC,2007-09-01,338916625,2007,9,357554622.8,0.9478737048508942,324801572,104.34574651627611,334871393.8333333
NYC,2007-10-01,373676412,2007,10,387564828.0,0.9641649215908725,324801572,115.04759958489363,336794303.25
NYC,2007-11-01,345701704,2007,11,354933696.2,0.9739895301605912,324801572,106.43473856093281,338127676.3333333
NYC,2007-12-01,322698690,2007,12,347595637.4,0.9283738208389839,324801572,99.35256409411714,337312003.4166667
NYC,2008-01-01,326221974,2008,1,327573919.2,0.995872854581031,324801572,100.43731377014396,337566302.8333333
NYC,2008-02-01,325282059,2008,2,318825966.0,1.0202495834357481,324801572,100.14793247367658,339307526.0
NYC,2008-03-01,344481859,2008,3,368592066.2,0.9345883717776018,324801572,106.05917233676443,338718780.3333333
NYC,2008-04-01,355888036,2008,4,359502738.4,0.9899452715823875,324801572,109.57090934276637,340887283.0
NYC,2008-05-01,360062958,2008,5,374027500.8,0.9626643956122705,324801572,110.85628551083491,340948426.3333333
NYC,2008-06-01,344570558,2008,6,364981595.8,0.944076528693834,324801572,106.08648101001185,341785946.3333333
NYC,2008-07-01,353232776,2008,7,350211192.8,1.008627888720066,324801572,108.753407141761,343876508.5833333
NYC,2008-08-01,339721096,2008,8,347835947.2,0.9766704641503482,324801572,104.59342727565371,344204562.25
NYC,2008-09-01,343066742,2008,9,357554622.8,0.9594806502946436,324801572,105.62348571391766,344550405.3333333
NYC,2008-10-01,369899825,2008,10,387564828.0,0.9544205208425157,324801572,113.88486290946894,344235689.75
NYC,2008-11-01,332945147,2008,11,354933696.2,0.9380488540946821,324801572,102.50724617798339,343172643.3333333
NYC,2008-12-01,352269108,2008,12,347595637.4,1.0134451359486483,324801572,108.45671276492467,345636844.8333333
NYC,2009-01-01,317241201,2009,1,327573919.2,0.9684568349481714,324801572,97.67231083475176,344888447.0833333
NYC,2009-02-01,306757425,2009,2,318825966.0,0.9621469319095547,324801572,94.44456290993567,343344727.5833333
NYC,2009-03-01,348308380,2009,3,368592066.2,0.9449698242039916,324801572,107.23728270625487,343663604.3333333
NYC,2009-04-01,344300313,2009,4,359502738.4,0.9577126297628225,324801572,106.00327790285449,342697960.75
NYC,2009-05-01,342003274,2009,5,374027500.8,0.9143800209035324,324801572,105.29606488480911,341192987.0833333
NYC,2009-06-01,341914686,2009,6,364981595.8,0.936799800139402,324801572,105.26879038627312,340971664.4166667
NYC,2009-07-01,334382410,2009,7,350211192.8,0.9548021790124807,324801572,102.94975111758389,339400800.5833333
NYC,2009-08-01,327495131,2009,8,347835947.2,0.9415218111763924,324801572,100.82929370797504,338381970.1666667
NYC,2009-09-01,339915258,2009,9,357554622.8,0.9506666571337642,324801572,104.65320592721761,338119346.5
NYC,2009-10-01,360063899,2009,10,387564828.0,0.9290417318260882,324801572,110.85657522618149,337299686.0
NYC,2009-11-01,314223630,2009,11,354933696.2,0.8853023349548067,324801572,96.74326022042776,335739559.5833333
NYC,2009-12-01,335376801,2009,12,347595637.4,0.9648475553623275,324801572,103.25590450036368,334331867.3333333
NYC,2010-01-01,321719858,2010,1,327573919.2,0.9821290375793752,324801572,99.05120102066502,334705088.75
NYC,2010-02-01,288762483,2010,2,318825966.0,0.9057056632583056,324801572,88.90427506921056,333205510.25
NYC,2010-03-01,357980565,2010,3,368592066.2,0.9712107172859165,324801572,110.21515776407634,334011525.6666667
NYC,2010-04-01,354656287,2010,4,359502738.4,0.9865190139536362,324801572,109.1916781117057,334874523.5
NYC,2010-05-01,355679788,2010,5,374027500.8,0.9509455514347035,324801572,109.50679388953203,336014233.0
NYC,2010-06-01,346183061,2010,6,364981595.8,0.9484945679006207,324801572,106.58293889045586,336369930.9166667
NYC,2010-07-01,335281612,2010,7,350211192.8,0.9573697782739741,324801572,103.22659768407772,336444864.4166667
NYC,2010-08-01,341100802,2010,8,347835947.2,0.9806370064560136,324801572,105.01821154978892,337578670.3333333
NYC,2010-09-01,345629016,2010,9,357554622.8,0.966646755377931,324801572,106.41235935890114,338054816.8333333
NYC,2010-10-01,357676131,2010,10,387564828.0,0.922880780605819,324801572,110.1214285379136,337855836.1666667
NYC,2010-11-01,337078242,2010,11,354933696.2,0.9496935501160795,324801572,103.77974463744282,339760387.1666667
NYC,2010-12-01,342219935,2010,12,347595637.4,0.9845346091216507,324801572,105.36277053486675,340330648.3333333
NYC,2011-01-01,314189065,2011,1,327573919.2,0.959139438717562,324801572,96.73261833843587,339703082.25
NYC,2011-02-01,308140976,2011,2,318825966.0,0.9664864498520801,324801572,94.87053098376013,341317956.6666667
NYC,2011-03-01,364453312,2011,3,368592066.2,0.9887714506645016,324801572,112.20798894409292,341857352.25
NYC,2011-04-01,335096687,2011,4,359502738.4,0.9321116397927277,324801572,103.16966292269055,340227385.5833333
NYC,2011-05-01,365140850,2011,5,374027500.8,0.9762406486662276,324801572,112.41966833830472,341015807.4166667
NYC,2011-06-01,350723728,2011,6,364981595.8,0.9609353787586239,324801572,107.98092073273587,341394196.3333333
NYC,2011-07-01,336896880,2011,7,350211192.8,0.9619820466229256,324801572,103.72390685350501,341528802.0
NYC,2011-08-01,317527183,2011,8,347835947.2,0.9128647730518406,324801572,97.76035905392723,339564333.75
NYC,2011-09-01,351666823,2011,9,357554622.8,0.983533145917978,324801572,108.2712810885041,340067484.3333333
NYC,2011-10-01,370457255,2011,10,387564828.0,0.9558588092519066,324801572,114.0564846157826,341132578.0
NYC,2011-11-01,350604828,2011,11,354933696.2,0.9878037271570836,324801572,107.94431376705282,342259793.5
NYC,2011-12-01,349556679,2011,12,347595637.4,1.0056417324874056,324801572,107.62160935600397,342871188.8333333
NYC,2012-01-01,336769440,2012,1,327573919.2,1.0280715901389748,324801572,103.68467059020267,344752886.75
NYC,2012-02-01,342469176,2012,2,318825966.0,1.0741571030008266,324801572,105.43950692455392,347613570.0833333
NYC,2012-03-01,364378329,2012,3,368592066.2,0.9885680198072587,324801572,112.18490315681106,347607321.5
NYC,2012-04-01,342727012,2012,4,359502738.4,0.9533363042666604,324801572,105.51888954527597,348243181.9166667
NYC,2012-05-01,363091122,2012,5,374027500.8,0.9707604954806575,324801572,111.78859750099978,348072371.25
NYC,2012-06-01,344525494,2012,6,364981595.8,0.9439530594545118,324801572,106.07260669292573,347555851.75
NYC,2012-07-01,347430085,2012,7,350211192.8,0.9920587695162894,324801572,106.96687299284378,348433618.8333333
NYC,2012-08-01,355803641,2012,8,347835947.2,1.0229064703177981,324801572,109.5449257862582,351623323.6666667
NYC,2012-09-01,348510582,2012,9,357554622.8,0.9747058484961644,324801572,107.29953671529644,351360303.5833333
NYC,2012-10-01,347527817,2012,10,387564828.0,0.8966959638556262,324801572,106.99696274869015,349449517.0833333
NYC,2012-11-01,338452667,2012,11,354933696.2,0.9535658930767926,324801572,104.20290299580199,348436837.0
NYC,2012-12-01,346441844,2012,12,347595637.4,0.9966806447611647,324801572,106.66261307380618,348177267.4166667
NYC,2013-01-01,348370441,2013,1,327573919.2,1.0634865005455538,324801572,107.25639006451605,349144017.5
NYC,2013-02-01,317442170,2013,2,318825966.0,0.9956597136131629,324801572,97.73418522740401,347058433.6666667
NYC,2013-03-01,357843825,2013,3,368592066.2,0.9708397380583663,324801572,110.17305821413943,346513891.6666667
NYC,2013-04-01,362732510,2013,4,359502738.4,1.0089839972134131,324801572,111.67818793684903,348181016.5
NYC,2013-05-01,369366599,2013,5,374027500.8,0.9875386120271079,324801572,113.720693137532,348703972.9166667
NYC,2013-06-01,356453728,2013,6,364981595.8,0.9766348004991653,324801572,109.74507475598054,349697992.4166667
NYC,2013-07-01,353625660,2013,7,350211192.8,1.009749737501822,324801572,108.87436837898063,350214290.3333333
NYC,2013-08-01,354466200,2013,8,347835947.2,1.0190614364425874,324801572,109.13315407229618,350102836.9166667
NYC,2013-09-01,362618709,2013,9,357554622.8,1.014163112087164,324801572,111.64315085273049,351278514.1666667
